batch,file,shellnoun,path,title,url,par_index,sent_index,sentence,is_antecedent,is_sn_sent
1,1,issue,1989/11/03/0297224.xml,"In Westchester, 2 Moderates Battle for Top County Post",http://query.nytimes.com/gst/fullpage.html?res=950de1d6133ff930a35752c1a96f948260,19,2,"He has a creative intellect that often makes him appear impatient and abrupt, because he ' s always a few steps ahead of everyone else. """,False,False
1,1,issue,1989/11/03/0297224.xml,"In Westchester, 2 Moderates Battle for Top County Post",http://query.nytimes.com/gst/fullpage.html?res=950de1d6133ff930a35752c1a96f948260,20,0,Mr. O ' Rourke grew up in Hell ' s Kitchen on the West Side of Manhattan.,False,False
1,1,issue,1989/11/03/0297224.xml,"In Westchester, 2 Moderates Battle for Top County Post",http://query.nytimes.com/gst/fullpage.html?res=950de1d6133ff930a35752c1a96f948260,20,1,His mother was blind and on welfare; after school he delivered fish and worked as an usher.,False,False
1,1,issue,1989/11/03/0297224.xml,"In Westchester, 2 Moderates Battle for Top County Post",http://query.nytimes.com/gst/fullpage.html?res=950de1d6133ff930a35752c1a96f948260,20,2,"He attended Fordham University on a scholarship, receiving a Bachelor of Science degree and a law degree, and then went to New York University, where he earned a master ' s degree in law.",False,False
1,1,issue,1989/11/03/0297224.xml,"In Westchester, 2 Moderates Battle for Top County Post",http://query.nytimes.com/gst/fullpage.html?res=950de1d6133ff930a35752c1a96f948260,20,3,He lives in Yonkers.,False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,0,0,"Offering a strong vote of confidence in President Mikhail S. Gorbachev, Prime Minister John Major of Britain said today that his dismay over Soviet policy toward the Baltic republics had been eased by the Soviet leader ' s assurance that "" the prospect of independence "" was being extended to the rebellious republics.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,1,0,"The British leader referred to the secession process set forth in the Soviet Constitution, which has already been rejected by the Baltic governments as inapplicable.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,1,1,They argue that they are reclaiming independence lost in 1940 by Kremlin annexation.,False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,2,0,"Rather than making an issue of this, Mr. Major said he hoped that Baltic leaders would accept the prospect, which involves years of complex negotiations and plebiscites, as a "" worthwhile and welcome reassurance. """,False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,3,0,The British leader thus made clear that he did not intend to allow Mr. Gorbachev ' s Baltic policy to become a critical point of difference during his first visit here as Prime Minister.,False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,4,0,""" I believe we can say that the United Kingdom can continue to do business with Mr. Gorbachev in a very satisfactory manner, "" Mr. Major said after a four-hour meeting in which the two discussed the gulf war and the failing Soviet economy as well as the Baltic republics.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,5,0,"They also touched on their countries ' differences over the proposed treaty for the reduction of conventional arms, with Mr. Major quoting Mr. Gorbachev as saying "" there is no alternative "" to settling this issue through joint agreement.",True,True
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,6,0,"The two leaders agreed that with the gulf war over and the peace process under way, the prospects for a settlement of the Palestinian question "" are brighter today than they have been for some time. """,False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,7,0,"The British leader met with Baltic republic officials before going to the Kremlin, where he said he "" explained to Mr. Gorbachev the dismay I felt and the West generally felt "" about the Soviet Army tank movement in Vilnius on Jan. 13, when 16 Lithuanian civilians were killed in an independence demonstration.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,8,0,""" Mr. Gorbachev contested some of the statements and decisions and comments that have been made in the West and emphasized the difficulties that he faced, "" Mr. Major said at a news conference before leaving Moscow.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,9,0,"The Soviet President also emphasized his belief in the "" constitutional process "" for solving the Baltic question, the Prime Minister said, referring to a secession process that requires at least five years of negotiations, plebiscite approvals and final approval by the Soviet Parliament.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,9,1,"Describing the Soviet leader as "" a formidable politician with a huge range of achievements behind him, "" Mr. Major said the "" most encouraging point "" in the gulf discussion was Mr. Gorbachev ' s willingness to continue working with the other permanent members of the United Nations Security Council "" in the next phase of the peace. """,False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,10,0,"Mr. Major also offered the Soviet leader support on his country ' s deepening political and economic problems, which have led more and more to centralized, hard-line economic and security policies in an attempt to maintain control.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,11,0,""" There ' s absolutely no doubt in what Mr. Gorbachev said today -- he is committed to the continuation of the economic reforms, "" Mr. Major said.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,11,1,""" Clearly, they are going to be lengthy and they are going to be difficult, and I have no doubt that there will be setbacks.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,11,2,"But I must say he was compelling in his assertion that he was determined to press on with those reforms. """,False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,12,0,"Mr. Major denied that he considered it inappropriate to meet with Mr. Gorbachev ' s rival, Boris N. Yeltsin, president of the Russian republic.",False,False
1,2,issue,1991/03/06/0428106.xml,Major Sees Gorbachev and Is Reassured on Baltics,http://query.nytimes.com/gst/fullpage.html?res=9d0cefde163af935a35750c0a967958260,12,1,"He said his busy one-day day visit allowed no room for this, but he eventually hoped to meet Mr. Yeltsin.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,0,0,"After nearly six hours of emotional debate, the House today approved a bill that would make English the official language of the United States.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,1,0,"The vote was 259 to 169, with 223 Republicans and 36 Democrats favoring the bill, and 8 Republicans, 160 Democrats and 1 independent opposing it.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,2,0,"Senior House Republicans thought the bill was so important that they delayed a vote on sweeping health-insurance legislation to discuss for six hours something no one disputes: that English is the main language of commerce, government and everyday life in this country.",True,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,3,0,"But Democrats and Republicans disagreed on the need to codify this fact into law, and on the importance of the English language as a defining quality of what it means to be an American.",False,True
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,4,0,Debate was sharp and partisan.,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,4,1,"Most Republicans contended that the United States, a melting-pot nation of immigrants, was becoming dangerously segregated into linguistic ghettos, which the Federal Government increasingly accommodated with documents, ballots and classes in languages other than English.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,5,0,"In a rare floor speech, Speaker Newt Gingrich of Georgia warned that California public schools now taught academic subjects in more than 80 languages, and that schools in Chicago instructed in 100.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,6,0,""" This isn ' t bilingualism, "" Mr. Gingrich said.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,6,1,""" This is a level of confusion, which if it was allowed to develop for another 20 or 30 years would literally lead, I think, to the decay of the core parts of our civilization. """,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,7,0,"Most Democrats said the bill was unnecessary, unconstitutional and bigoted.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,8,0,""" This bill is making us the laughingstock of the world, "" said Representative E. (Kika) de la Garza, Democrat of Texas.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,8,1,"""",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,8,2,This is mean-spirited no matter how you camouflage it.,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,8,3,"What are you going to do with the Statue of Liberty, erase the words on it? """,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,9,0,"The bill, which now advances to an uncertain fate in the Senate, would require the Federal Government to conduct most official business in English.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,9,1,"Among other things, it would prohibit Social Security Administration clerks from helping a constituent in Vietnamese.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,9,2,It would bar election materials printed in Chinese.,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,9,3,It would stop the Internal Revenue Service from sending income-tax forms in Spanish.,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,10,0,"To win support, the bill ' s sponsors exempted several documents, including those dealing with national security, international trade, public health and safety, the Census and foreign phrases like "" E Pluribus Unum "" on coins and paper money.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,11,0,"The Clinton Administration strongly opposes the bill, the latest and most potent effort in a decade-long campaign by English-only proponents to curtail bilingual education, ballots and other programs.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,11,1,"Bob Dole, the likely Republican Presidential nominee, supports making English the nation ' s official language.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,12,0,Today ' s debate focused largely on whether the bill would divide or unify the country ' s diverse citizenry.,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,13,0,"Many Republicans said the bill would encourage immigrants to learn English, giving them a common bond with other Americans, and help them to assimilate and better prepare for a fiercely competitive job market.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,14,0,"Representative Gerald B. H. Solomon, Republican of New York, said the legislation had "" nothing to do with fear, nothing to do with linguistic cleansing and nothing to do with targeting minority populations for political gain.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,14,1,""" The bill was about "" unity and opportunity, "" Mr. Solomon said.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,15,0,"Mr. Gingrich asked: "" Is there a thing we call American?",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,15,1,Is it unique?,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,15,2,"It is vital historically to assert and establish that English is the common language at the heart of our civilization. """,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,16,0,"Indeed, without the bill, Mr. Gingrich and other Republicans warned, an increasingly multilingual United States could fall victim to the same divisions facing the Balkans or Quebec.",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,17,0,"Representative Robert L. Livingston, Republican of Louisiana, said the separatist movement in Quebec foreshadowed that Canada within "" 5 to 10 years will not be a single nation. """,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,18,0,""" We already went through one great civil war, "" Mr. Livingston said. """,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,18,1,"We don ' t want to go through another. """,False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,19,0,"But many Democrats dismissed these fears, and repeatedly asked, Why legislate the obvious?",False,False
1,3,fact,1996/08/02/0869011.xml,House Approves Measure On Official U.S. Language,http://query.nytimes.com/gst/fullpage.html?res=9507e6d7153ff931a3575bc0a960958260,20,0,""" To think the language of Shakespeare needs Government help to survive is an insult, "" said Representative Frank Pallone Jr., Democrat of New Jersey.",False,False
